category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter
LC;3732;Calidris alpina;myrsnipe;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;12;69,298101;16,154979;POINT (545564 7688032);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3454;Anas crecca;krikkand;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;6;69,290342;16,161716;POINT (545846 7687172);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;156989;Calidris pugnax;brushane;Fugler;Audun Skrindo;16.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;25;69,30973;16,125918;POINT (544394 7689307);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Bjørn Olav Tveit;14.09.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;4280;Riparia riparia;sandsvale;Fugler;John Stenersen;18.05.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;25.05.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;25.05.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;11;69,307178;16,095313;POINT (543192 7689001);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
EN;3838;Sterna hirundo;makrellterne;Fugler;Stig  Rasmussen;25.05.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Martin Eggen;05.06.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Martin Eggen;05.06.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen;05.06.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;11;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4140;Bombycilla garrulus;sidensvans;Fugler;Ola Johan Krey;11.10.2019 00:00:00;strandgata 107, Andøy, No;50.0;Andøy;Nordland;1;69,311625;16,099777;POINT (543359 7689500);species;dead;Activity: CollisionWindow. Validationstatus: Approved Media;;No;No;No;No;No;No;No;No
LC;4604;Asio flammeus;jordugle;Fugler;Espen Bergersen;13.07.2004 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;14;69,296024;16,127517;POINT (544485 7687780);species;;;;Yes;No;No;No;No;No;No;No
Unknown;3783;Phalaropus tricolor;hvithalesvømmesnipe;Fugler;NSKF Sekretær;13.06.1993 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;1;69,296024;16,127517;POINT (544485 7687780);species;;Validationstatus: Approved Report;female;No;No;No;No;No;No;No;No
LC;183926;Luscinia svecica;blåstrupe;Fugler;Håvar Hveding|Johnny Bakken|Ole Petter Bergland;30.05.2004 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;1;69,296024;16,127517;POINT (544485 7687780);species;;Antall ikke notert..;;Yes;No;No;No;No;No;No;No
LC;3635;Charadrius hiaticula;sandlo;Fugler;Line Selvaag;12.07.2005 00:00:00;Haugnes N, Andøya flystasjon, Andøy, No;620.0;Andøy;Nordland;1;69,290777;16,16133;POINT (545830 7687220);species;;Også observert ett individ den 13.09.2005, av Bjørn Harald Larsen, Miljøfaglig Utredning AS. Observatør/kilde: Geir Gaarder.;;No;No;No;No;No;No;No;No
LC;4604;Asio flammeus;jordugle;Fugler;Line Selvaag;01.07.2004 00:00:00;Haugnes N, Andøya flystasjon, Andøy, No;620.0;Andøy;Nordland;1;69,290777;16,16133;POINT (545830 7687220);species;;Minst 7 par hekket på stasjonsområdet i 2004. 18 unger ble merket. Reirplassering varierer fra år til år. Dette reiret lå sørvest i denne lokaliteten i 2004. Observatør/kilde: Espen Bergersen.;;Yes;No;No;No;No;No;No;No
LC;4604;Asio flammeus;jordugle;Fugler;Anette Jensen;01.05.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;7;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: Display/Song.;;No;Yes;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Anette Jensen;17.03.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;3;69,282608;16,151574;POINT (545462 7686302);species;moving;Activity: MigratingNorth.;;No;Yes;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;8;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;Anette Jensen;04.04.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Haugnes, Den første i år Activity: Forage.;male;No;No;No;No;No;No;No;No
NT;3776;Numenius phaeopus;småspove;Fugler;Anette Jensen;01.05.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;Yes;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Anette Jensen;08.04.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;5;69,282608;16,151574;POINT (545462 7686302);species;feeding;Haugnes Activity: Forage.;;Yes;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.03.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Stationary.;in pair;No;No;No;No;No;No;No;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Anette Jensen;04.06.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Stationary.;;Yes;No;No;No;No;No;No;No
LC;4066;Lagopus lagopus;lirype;Fugler;Anette Jensen;30.03.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Display/SongOutsideBreeding.;in pair;Yes;No;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Anette Jensen;17.04.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;in pair;No;No;No;No;No;No;Yes;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Anette Jensen;17.04.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;7;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;;;;Yes;No;No;No;No;No;No;No
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;900;69,282608;16,151574;POINT (545462 7686302);species;moving;tre flokker med mins 300 i hver flokk Activity: MigratingSouth.;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;;;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3870;Buteo lagopus;fjellvåk;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
NT;3776;Numenius phaeopus;småspove;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;7;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;5;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;No;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Anette Jensen;21.05.2013 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;6;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
CR;3768;Limosa limosa subsp. islandica;svarthalespove;Fugler;Anette Jensen;03.06.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);subspecies;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;Yes;No;No;Yes;No;No;No
LC;3635;Charadrius hiaticula;sandlo;Fugler;Anette Jensen;30.03.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;20;69,282608;16,151574;POINT (545462 7686302);species;moving;Activity: MigratingNorth. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3732;Calidris alpina;myrsnipe;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;5;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3732;Calidris alpina;myrsnipe;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;21;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;13.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: NestBuilding.;in pair;No;No;No;No;No;No;No;No
NT;3776;Numenius phaeopus;småspove;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No
NT;3799;Tringa totanus;rødstilk;Fugler;Espen Bergersen;14.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;Yes;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Espen Bergersen;14.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Anette Jensen;28.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min. Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;4164;Corvus cornix;kråke;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;feeding;min. Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;30.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
EN;3488;Aythya marila;bergand;Fugler;Espen Bergersen;15.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;male;No;Yes;No;No;No;No;No;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;1;69,306737;16,101727;POINT (543446 7688956);species;;Reir med 4 egg Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;No;No
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;1;69,306737;16,101727;POINT (543446 7688956);species;;Syngende hann.  Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Anette Jensen;22.06.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Stationary.;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;female;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;in pair;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;185969;Acanthis flammea;gråsisik;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;;;Yes;No;No;No;No;No;No;No
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: BroodOnEggs.;;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;NOF Jentekurs Activity: Stationary.;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;25;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min antall Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Anette Jensen|Atle Ivar Olsen;30.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;stationary;NOF Jentekurs Activity: Stationary. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: AgitatedBehaviour.;;No;Yes;No;No;No;No;No;No
VU;156989;Calidris pugnax;brushane;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;19;69,307254;16,095034;POINT (543181 7689009);species;stationary;NOF Jentekurs Activity: Resting.;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Atle Ivar Olsen;30.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;50;69,307254;16,095034;POINT (543181 7689009);species;feeding;ca, ad + 1k Activity: Forage.;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen|Oddvar Heggøy;21.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;female;No;No;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Atle Ivar Olsen;28.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Jørn Helge Magnussen|Oddvar Heggøy;21.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;01.08.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Stationary.;;No;No;No;No;No;No;No;No
LC;4277;Hirundo rustica;låvesvale;Fugler;Espen Bergersen;01.06.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;;ca.;;No;No;No;No;No;No;No;No
